"id","addtime","chexing","changshang","minprice","maxprice","tjtime","mxiaoliang","dyxlpm","zcsfe","zcspm","zwxcpm"
"211","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2022-01","6","490","0.01","7","45"
"212","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-12","5294","136","13.53","3","18"
"213","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-11","2128","226","8.36","4","26"
"214","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-10","2620","188","7.48","4","24"
"215","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-09","1168","261","5.75","4","23"
"216","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-08","592","323","6.46","4","29"
"217","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-07","928","260","28.63","4","21"
"218","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-06","2881","155","10.62","3","17"
"219","2024-12-08 15:23:32","红旗E-QM5","一汽红旗","16.58","23.98","2021-05","1000","258","3.83","5","27"
"220","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-10","4137","151","48.85","2","7"
"221","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-09","2666","188","45.79","2","7"
"222","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-08","2782","168","49.01","1","7"
"223","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-07","2556","171","54.64","1","5"
"224","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-06","2074","201","55","1","5"
"225","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-05","4173","120","62.62","1","5"
"226","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-04","2797","156","58.95","1","5"
"227","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-03","3186","147","60.7","1","4"
"228","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-02","1970","158","65.43","1","5"
"229","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2024-01","2525","189","57.45","1","5"
"230","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-12","7462","95","64.96","1","4"
"231","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-11","9015","72","69.74","1","4"
"232","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-10","7111","95","71.65","1","4"
"233","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-09","7235","92","65.98","1","4"
"234","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-08","5775","107","67.11","1","4"
"235","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-07","5716","99","72.14","1","4"
"236","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-06","6041","97","68.47","1","4"
"237","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-05","5358","94","71.88","1","4"
"238","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-04","4253","112","53.14","1","4"
"239","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-03","3951","118","65.25","1","4"
"240","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-02","3134","125","56.69","1","4"
"241","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2023-01","2736","132","65.53","1","4"
"242","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-12","4592","147","45.75","1","4"
"243","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-11","4048","143","35.12","1","4"
"244","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-10","7145","93","41.67","2","4"
"245","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-09","8650","84","42.44","2","4"
"246","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-08","8616","74","46.19","2","4"
"247","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-07","9391","69","44.97","2","3"
"248","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-06","9663","67","49.92","2","3"
"249","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-05","9243","53","48.63","2","3"
"250","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-04","7078","33","53.69","1","3"
"251","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-03","11687","38","58.55","1","2"
"252","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-02","6442","66","62.96","1","2"
"253","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2022-01","9984","69","51.37","1","2"
"254","2024-12-08 15:23:34","QQ冰淇淋","奇瑞新能源","2.99","5.69","2021-12","8390","89","44.71","2","4"
"255","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2023-04","2226","189","8.67","4","91"
"256","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2023-03","1066","256","5.12","4","126"
"257","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2023-02","1129","234","6.79","3","113"
"258","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2023-01","1046","232","6.91","3","113"
"259","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-12","462","385","2.18","3","207"
"260","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-11","654","341","4.35","3","177"
"261","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-10","871","323","8.66","2","168"
"262","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-09","1408","281","12.21","2","143"
"263","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-08","4571","133","100","1","67"
"264","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-07","10422","61","100","1","32"
"265","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-06","13024","46","100","1","20"
"266","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-05","11496","35","100","1","12"
"267","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-04","4167","63","100","1","31"
"268","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-03","11034","42","100","1","17"
"269","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-02","8414","54","100","1","25"
"270","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2022-01","12268","49","100","1","22"
"271","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-12","14087","45","100","1","21"
"272","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-11","13485","43","100","1","21"
"273","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-10","7649","82","100","1","39"
"274","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-09","7094","81","100","1","39"
"275","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-08","9433","40","100","1","18"
"276","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-07","8589","41","100","1","17"
"277","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-06","7713","52","100","1","24"
"278","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-05","4323","113","100","1","56"
"279","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-04","5539","92","100","1","46"
"280","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-03","4900","106","100","1","41"
"281","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-02","2300","119","100","1","56"
"282","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2021-01","5379","103","100","1","53"
"283","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-12","6126","104","100","1","48"
"284","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-11","4646","131","100","1","65"
"285","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-10","3692","147","100","1","70"
"286","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-09","3504","83","100","2","41"
"287","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-08","2711","159","100","1","78"
"288","2024-12-08 15:23:38","理想ONE","理想","33.8","33.8","2020-07","2445","159","100","1","73"
"289","2024-12-08 15:23:39","理想ONE","理想","33.8","33.8","2020-06","1834","203","100","1","97"
"290","2024-12-08 15:23:39","理想ONE","理想","33.8","33.8","2020-05","4296","186","100","1","53"
"291","2024-12-08 15:23:39","理想ONE","理想","33.8","33.8","2020-04","2622","148","100","1","71"
"292","2024-12-08 15:23:39","理想ONE","理想","33.8","33.8","2020-03","2622","148","100","1","71"
"293","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-10","7381","95","68.46","1","5"
"294","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-09","8122","76","78.86","1","2"
"295","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-08","9181","63","91.91","1","1"
"296","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-07","9030","55","87.33","1","1"
"297","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-06","10186","47","82.98","1","1"
"298","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-05","10158","45","83.11","1","1"
"299","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-04","10031","36","90.19","1","1"
"300","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-03","10036","45","97.64","1","1"
"301","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-02","4219","84","91.76","1","4"
"302","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2024-01","8360","81","96.31","1","2"
"303","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-12","10492","67","91.02","1","2"
"304","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-11","10446","61","91","1","1"
"305","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-10","10063","63","90.32","1","2"
"306","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-09","10249","59","84.99","1","2"
"307","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-08","10035","55","87.15","1","2"
"308","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-07","11146","43","100","1","1"
"309","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-06","10013","59","100","1","1"
"310","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-05","11005","43","100","1","2"
"311","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-04","10368","45","100","1","2"
"312","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-03","10398","39","100","1","3"
"313","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-02","7325","57","100","1","3"
"314","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2023-01","6438","62","100","1","3"
"315","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2022-12","6002","117","100","1","5"
"316","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2022-11","3451","164","100","1","8"
"317","2024-12-08 15:23:41","腾势D9","腾势汽车","33.98","66","2022-10","350","391","100","1","37"
"318","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-10","4198","147","49.57","1","6"
"319","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-09","2928","174","50.29","1","6"
"320","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-08","2524","183","44.47","2","8"
"321","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-07","1792","213","38.31","2","7"
"322","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-06","1447","242","38.37","2","7"
"323","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-05","2300","190","34.51","2","6"
"324","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-04","1654","219","34.86","2","6"
"325","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-03","1479","238","28.18","2","6"
"326","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-02","1020","223","33.88","2","6"
"327","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2024-01","1256","266","28.58","2","6"
"328","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-12","3478","176","30.28","2","6"
"329","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-11","3275","164","25.34","2","6"
"330","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-10","2439","200","24.57","2","8"
"331","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-09","2684","184","24.48","2","7"
"332","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-08","2320","188","26.96","2","6"
"333","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-07","2110","200","26.63","2","6"
"334","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-06","1541","236","17.47","2","7"
"335","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-05","1429","231","19.17","2","7"
"336","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-04","2439","181","30.47","2","5"
"337","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-03","1872","198","30.92","2","6"
"338","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-02","2128","166","38.49","2","5"
"339","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2023-01","1035","235","24.79","2","7"
"340","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-12","3972","168","39.57","2","5"
"341","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-11","4020","145","34.87","2","5"
"342","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-10","9940","69","57.97","1","3"
"343","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-09","9292","75","45.58","1","3"
"344","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-08","10037","64","53.8","1","3"
"345","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-10","6493","104","12.62","3","54"
"346","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-09","7597","81","14.14","3","39"
"347","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-08","6696","81","13.91","3","39"
"348","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-07","11489","52","55.01","1","2"
"349","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-06","9692","66","50.07","1","2"
"350","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-05","9754","48","51.32","1","2"
"351","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-07","7495","68","14.7","3","31"
"352","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-06","6841","76","14.32","3","35"
"353","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-05","6579","78","18.79","3","37"
"354","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-04","6560","69","25.44","2","32"
"355","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-04","6086","39","46.16","2","5"
"356","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-03","8240","70","41.28","2","4"
"357","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-02","3735","114","36.5","2","4"
"358","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2022-01","9412","71","48.43","2","4"
"359","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-03","8595","54","29.65","2","26"
"360","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-02","6336","58","31.29","2","27"
"361","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2024-01","8762","77","28.11","3","41"
"362","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2023-12","14913","38","29.62","3","20"
"363","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2021-12","10141","73","54.04","1","3"
"364","2024-12-08 15:23:54","小蚂蚁","奇瑞新能源","5.99","7.69","2021-11","9291","72","96.96","1","2"
"365","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2023-11","11955","49","29.14","3","21"
"366","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2023-10","12756","42","31.56","2","20"
"367","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2023-09","11884","44","32.96","2","21"
"368","2024-12-08 15:23:54","理想L9","理想","42.98","45.98","2023-08","10933","50","31.32","3","24"
